input_text,output_text
"Название мероприятия: Лекция о квантовой криптографии. Дата: 2026-09-14. Время: 12:30. Место проведения: Санкт-Петербург, Университет ИТМО. Описание: Распределение ключей Беннетта-Брассарда, квантовые точки. Спикер(ы): Физик Дмитрий Цветков. Аудитория (категория): Криптографы.","В ИТМО физик Дмитрий Цветков продемонстрировал опыт с поляризацией фотонов для передачи ключа. Студенты узнали, как обнаружить прослушивание. Российская квантовая сеть уже связывает Москву с Петербургом."
"Название мероприятия: Вебинар по созданию мобильных игр за 1 день. Дата: 2026-09-15. Время: 19:00. Место проведения: Онлайн. Описание: Unity + без кода (Playmaker), публикация в Google Play. Спикер(ы): Инди-разработчик Денис Галкин. Аудитория (категория): Новички.","Денис Галкин на вебинаре за 2 часа сделал простую аркаду. Участники повторяли. Он показал, как загрузить игру в магазин без аккаунта разработчика. 500 человек ушли с билдом."
"Название мероприятия: Лекция о факультете естественных наук для абитуриентов. Дата: 2026-09-16. Время: 11:00. Место проведения: Москва, РГУ нефти и газа. Описание: Специальности, бюджетные места, перспективы трудоустройства. Спикер(ы): Декан Михаил Вершинин. Аудитория (категория): Абитуриенты.","В РГУ нефти и газа декан рассказал, что выпускники получают зарплату от 150 000 руб. Он пригласил на день открытых дверей. Абитуриенты заполнили анкеты на поступление."
"Название мероприятия: Хакатон по разработке social impact проектов. Дата: 2026-09-17. Время: 09:00. Место проведения: Москва, AGORA Space. Описание: Приложения для помощи пожилым, экологические челленджи. Спикер(ы): Менторы из Impact Hub. Аудитория (категория): Социальные предприниматели.","В AGORA Space стартовал хакатон социального воздействия. Команды разработали карту доступности городской среды. Победители получат грант 500 000 руб. от Фонда Потанина."
"Название мероприятия: Лекция о микроЭВМ. Дата: 2026-09-18. Время: 16:00. Место проведения: Екатеринбург, УрФУ. Описание: Ардуино, Raspberry Pi, проекты умного дома. Спикер(ы): Инженер Вадим Битов. Аудитория (категория): Начинающие электронщики.","В УрФУ инженер Вадим Битов показал, как за 10 минут собрать метеостанцию на Arduino. Студенты пощупали датчики. 15 человек записались на кружок робототехники."
"Название мероприятия: Семинар по копирайтингу для соцсетей. Дата: 2026-09-19. Время: 14:30. Место проведения: Онлайн. Описание: Как писать вовлекающие посты, Call to Action. Спикер(ы): Коммерческий писатель Илья Немо. Аудитория (категория): SMM-специалисты.","Илья Немо разобрал 5 формул заголовков и показал, как считать эффективность текста по времени чтения. Участники отредактировали свои посты прямо во время эфира."
"Название мероприятия: Лекция о геотермальной энергии. Дата: 2026-09-20. Время: 13:00. Место проведения: Петропавловск-Камчатский, Мутновская ГеоЭС. Описание: Использование тепла земли в России и мире. Спикер(ы): Энергетик Сергей Теплов. Аудитория (категория): Энергетики.","На Мутновской ГеоЭС инженер Сергей Теплов объяснил, как работает бинарный цикл. Камчатка получает 40% электроэнергии от геотермальных станций. Журналисты сняли сюжет для телеканала."
"Название мероприятия: Мастер-класс по мозаике. Дата: 2026-09-21. Время: 12:00. Место проведения: Сочи, Арт-студия «Цвета моря». Описание: Выкладка смальты, создание панно. Спикер(ы): Художник Василий Мозаичкин. Аудитория (категория): Взрослые.","В арт-студии Сочи Василий Мозаичкин помог участникам выложить морской пейзаж из кусочков смальты. Готовые панно высохнут через 2 дня. Работа поднимала настроение."
"Название мероприятия: Лекция о происхождении Вселенной. Дата: 2026-09-22. Время: 19:00. Место проведения: Онлайн (YouTube). Описание: Инфляционная модель, реликтовое излучение. Спикер(ы): Космолог Андрей Линде. Аудитория (категория): Все желающие.","Андрей Линде (связь из Стэнфорда) прочитал лекцию о теории хаотической инфляции. Он ответил на вопрос, что было до Большого взрыва. Зрители прислали 5000 вопросов. Запись — хит YouTube."
"Название мероприятия: Хакатон по медицинской диагностике с помощью ИИ. Дата: 2026-09-23. Время: 08:30. Место проведения: Москва, Сколтех. Описание: Классификация рентген-снимков лёгких. Спикер(ы): Врачи и ML-разработчики. Аудитория (категория): Дата-сайентисты.","В Сколтехе начался медицинский хакатон. Данные: 10 000 рентгенограмм с разметкой от радиологов. Лучшая модель определит пневмонию. Приз — 1 млн руб. и публикация в журнале."
"Название мероприятия: Лекция об углеродных нанотрубках. Дата: 2026-09-24. Время: 14:00. Место проведения: Москва, МИСиС. Описание: Синтез, прочность, применение в сверхпроводниках. Спикер(ы): Нанотехнолог Евгений Свиридов. Аудитория (категория): Материаловеды.","В МИСиС профессор Евгений Свиридов вырастил нанотрубки методом CVD на глазах у студентов. Он рассказал о создании кабеля, который на 1/3 легче медного при той же проводимости."
"Название мероприятия: Вебинар по изучению английского с помощью нейросетей. Дата: 2026-09-25. Время: 18:00. Место проведения: Онлайн. Описание: ChatGPT для диалогов, произношение через TTS. Спикер(ы): Методист Галина Смирнова. Аудитория (категория): Изучающие английский.","Галина Смирнова показала, как настроить GPT на роль собеседника-носителя языка. Участники попрактиковались в разговоре на тему «путешествия». Сервис для отработки произношения бесплатен."
"Название мероприятия: Лекция о фитопланктоне. Дата: 2026-09-26. Время: 11:30. Место проведения: Санкт-Петербург, Океанариум. Описание: Кислород Земли, цветение воды. Спикер(ы): Биолог Сергей Озеров. Аудитория (категория): Школьники.","В океанариуме биолог Сергей Озеров показал капли воды под микроскопом. Дети увидели живые клетки фитопланктона. Они узнали, что эти крошечные водоросли производят половину кислорода на планете."
"Название мероприятия: Семинар по налогообложению самозанятых. Дата: 2026-09-27. Время: 15:00. Место проведения: Онлайн. Описание: Регистрация, налог 4-6%, отчетность. Спикер(ы): Налоговый консультант Ирина Круглова. Аудитория (категория): Самозанятые.","Ирина Круглова объяснила, как платить налог через приложение и не получить штраф. Разобрала кейс: водитель такси против бьюти-мастера. Участникам подарили чек-лист вычетов."
"Название мероприятия: Лекция о психологии денег. Дата: 2026-09-28. Время: 19:30. Место проведения: Москва, Библиотека Некрасова. Описание: Денежное мышление, страхи, установки. Спикер(ы): Психолог Виталий Колесников. Аудитория (категория): Все желающие.","Психолог Виталий Колесников в библиотеке объяснил, почему люди боятся зарабатывать больше. Упражнение «мои первые деньги» помогло некоторым осознать блоки. Запись лекции в свободном доступе."
"Название мероприятия: Мастер-класс по фотографии для начинающих. Дата: 2026-09-29. Время: 14:00. Место проведения: Екатеринбург, Галерея «Фото-город». Описание: Выдержка, диафрагма, композиция. Спикер(ы): Профессиональный фотограф Мария Неймарк. Аудитория (категория): Новички.","Мария Неймарк на примере своих снимков рассказала о правиле третей. Участники снимали на телефон и зеркалку. Лучшее фото получила приз — урок ретуши."
"Название мероприятия: Лекция об искусственных мясе. Дата: 2026-09-30. Время: 16:30. Место проведения: Москва, ВДНХ, павильон «Биотех». Описание: Культивированное мясо из клеток, котлеты в пробирке. Спикер(ы): Биотехнолог Дмитрий Клеткин. Аудитория (категория): Пищевые технологи.","На ВДНХ биотехнолог Дмитрий Клеткин угостил гостей бургером из выращенного мяса. По вкусу не отличить от обычного. Он сообщил, что себестоимость снизилась до 300 руб/кг, через год – в магазинах."
"Название мероприятия: Хакатон по предсказанию лесных пожаров. Дата: 2026-10-01. Время: 09:00. Место проведения: Онлайн. Описание: Спутниковые снимки, метеоданные, глубокое обучение. Спикер(ы): Эксперты из Рослесхоза. Аудитория (категория): ML-специалисты.","Рослесхоз проводит хакатон по прогнозу пожаров. Данные MODIS за 5 лет. Нужно предсказать очаги на 10 дней вперёд. Победитель получит контракт на 2 млн руб."
"Название мероприятия: Лекция о бирюзовых озёрах. Дата: 2026-10-02. Время: 13:00. Место проведения: Казань, КФУ. Описание: Оптический эффект, химический состав. Спикер(ы): Химик Александр Синельников. Аудитория (категория): Экологи.","Химик Александр Синельников рассказал о голубых озёрах: из-за сероводорода вода кажется бирюзовой. Он предупредил, что купаться опасно. Студенты взяли пробы для анализа."
"Название мероприятия: Вебинар по распознаванию манипуляций. Дата: 2026-10-03. Время: 20:00. Место проведения: Онлайн. Описание: Как не попасться на газлайтинг, абьюз. Спикер(ы): Психолог Анна Леонова. Аудитория (категория): Женщины и мужчины.","Анна Леонова на вебинаре перечислила 12 маркеров манипуляции в семье и на работе. Участницы разыграли диалоги. Запись разошлась на мемы."
"Название мероприятия: Лекция о сверхпроводимости при комнатной температуре. Дата: 2026-10-04. Время: 15:30. Место проведения: Москва, ФИАН. Описание: Гидриды, скандал с LK-99. Спикер(ы): Физик Илья Горелышев. Аудитория (категория): Физики.","Физик Илья Горелышев разобрал громкие заявления о комнотнотемпературной сверхпроводимости. Он объяснил, почему LK-99 оказался полупроводником. Но надежда есть на гидриды под давлением."
"Название мероприятия: Мастер-класс по свечеварению. Дата: 2026-10-05. Время: 12:00. Место проведения: Краснодар, Мастерская «Теплота». Описание: Натуральный воск, ароматы, фитили. Спикер(ы): Флорист и свечник Ольга Восьмёрова. Аудитория (категория): Все желающие.","В мастерской «Теплота» участники изготовили свечи с лавандой и медом. Ольга научила избегать тоннельного горения. Готовые свечи забрали домой."
"Название мероприятия: Лекция о психологии цвета в одежде. Дата: 2026-10-06. Время: 18:00. Место проведения: Онлайн. Описание: Как цвет влияет на восприятие. Спикер(ы): Имиджмейкер Елена Сидорова. Аудитория (категория): Женщины.","Имиджмейкер Елена Сидорова раскрыла секрет: красный повышает уверенность, а чёрный — статус. Участницы определили свой цветотип онлайн. Запись доступна на платформе."
"Название мероприятия: Хакатон по рентгеноструктурному анализу. Дата: 2026-10-07. Время: 09:30. Место проведения: Москва, РХТУ. Описание: Обработка дифрактограмм, поиск неизвестных фаз. Спикер(ы): Кристаллографы. Аудитория (категория): Химики.","В РХТУ стартовал хакатон по расшифровке кристаллических структур. Участники за 2 дня должны идентифицировать минерал по данным рентгена. Победитель — 50 000 руб."
"Название мероприятия: Лекция о пластической хирургии глазами инженера. Дата: 2026-10-08. Время: 17:30. Место проведения: Санкт-Петербург, Медтех. Описание: Биоматериалы, импланты. Спикер(ы): Биомеханик Игорь Никитин. Аудитория (категория): Врачи.","Биомеханик Игорь Никитин рассказал о новых гелях для контурной пластики, которые рассасываются без последствий. Показал историю пациентки. Вопросы о безопасности задавали активно."
"Название мероприятия: Вебинар по ораторскому искусству. Дата: 2026-10-09. Время: 14:00. Место проведения: Онлайн. Описание: Как убрать «э-э-э», управление голосом. Спикер(ы): Тренер по речи Денис Каменев. Аудитория (категория): Менеджеры.","Денис Каменев научил паузам и дыханию. Участники за 1 час избавились от слов-паразитов. Онлайн-тренажёр для речи раздали бесплатно."
"Название мероприятия: Лекция о муравьях и общественных насекомых. Дата: 2026-10-10. Время: 12:00. Место проведения: Казань, Музей природы. Описание: Суперорганизмы, феромоны. Спикер(ы): Мирмеколог Глеб Шарипов. Аудитория (категория): Дети.","Мирмеколог Глеб Шарипов показал муравьиную ферму. Дети увидели, как насекомые строят мосты из тел. После лекции каждый получил пробирку с муравьями."
"Название мероприятия: Семинар по юридической защите интеллектуальной собственности. Дата: 2026-10-11. Время: 11:00. Место проведения: Онлайн. Описание: Патенты на софт, авторские права на ИИ-контент. Спикер(ы): Патентный поверенный Алексей Зернов. Аудитория (категория): Стартаперы.","Алексей Зернов объяснил: нейросеть не может быть автором, но генерерированный текст можно запатентовать, если в нём есть творчество человека. Даны рекомендации по оформлению."
"Название мероприятия: Лекция о графене и его производных. Дата: 2026-10-12. Время: 15:00. Место проведения: Москва, МГУ. Описание: Оксид графена, биосенсоры. Спикер(ы): Химик Анна Краснова. Аудитория (категория): Химики.","Анна Краснова в МГУ показала, как из графита сделать оксид графена буквально за час. Он может использоваться в фильтрах для воды. Студенты провели экспресс-эксперимент."
"Название мероприятия: Хакатон по прогнозированию оттока клиентов. Дата: 2026-10-13. Время: 10:00. Место проведения: Онлайн. Описание: Churn prediction, работа с несбалансированными данными. Спикер(ы): Аналитик из Тинькофф. Аудитория (категория): Дата-аналитики.","Тинькофф проводит хакатон по оттоку. Даны данные о транзакциях и обращениях в техподдержку. Приз — 200 000 руб. и собеседование на работу."
"Название мероприятия: Лекция о биосемиотике. Дата: 2026-10-14. Время: 18:30. Место проведения: Санкт-Петербург, Лекторий «Порядок слов». Описание: Знаки и коды в природе. Спикер(ы): Биолог Всеволод Харченко. Аудитория (категория): Философы.","Всеволод Харченко объяснил, что ДНК — это код, а танец пчёл — язык. Слушатели узнали о восприятии мира через знаки. Лектор сравнил биосемиотику с постмодернизмом."
"Название мероприятия: Мастер-класс по шитью из переработанных материалов. Дата: 2026-10-15. Время: 13:30. Место проведения: Нижний Новгород, Эко-центр. Описание: Сумки из джинсов, декор из пэт-бутылок. Спикер(ы): Дизайнер Регина Утиль. Аудитория (категория): Эко-активисты.","В эко-центре Нижнего Новгорода Регина Утиль научила перешивать старые джинсы в шоперы. 10 человек ушли с готовыми изделиями. Меньше отходов – хорошо."
"Название мероприятия: Лекция о глубоководных аппаратах. Дата: 2026-10-16. Время: 14:00. Место проведения: Владивосток, ДВФУ. Описание: Батискафы, Марианская впадина. Спикер(ы): Океанолог Игорь Тихонов. Аудитория (категория): Студенты-моряки.","Океанолог Игорь Тихонов рассказал о спуске «Витязя» на дно. Он показал кадры с глубины 11 км. Студенты узнали о давлении в 1100 атмосфер."
"Название мероприятия: Вебинар по тарологии для начинающих. Дата: 2026-10-17. Время: 19:00. Место проведения: Онлайн. Описание: Значение старших арканов, расклады. Спикер(ы): Таролог Юлия Арканова. Аудитория (категория): Эзотерики.","Юлия Арканова рассказала, как чистить колоду и задавать правильные вопросы. Участницы погадали на картах онлайн. 100 человек купили её курс."
"Название мероприятия: Лекция о технологиях опреснения воды. Дата: 2026-10-18. Время: 11:30. Место проведения: Севастополь, Институт биологии южных морей. Описание: Обратный осмос, солнечные опреснители. Спикер(ы): Инженер-эколог Артем Морской. Аудитория (категория): Экологи.","Артем Морской показал действующую установку обратного осмоса. Она превращает солёную воду в питьевую. Крым уже использует такие станции. Себестоимость — 3 руб./литр."
"Название мероприятия: Семинар по работе в Excel для маркетологов. Дата: 2026-10-19. Время: 16:00. Место проведения: Онлайн. Описание: Сводные таблицы, Power Query. Спикер(ы): Бизнес-аналитик Илья Таблицын. Аудитория (категория): Маркетологи.","Илья Таблицын на примере отчёта по рекламе научил собирать данные из 5 файлов за 2 минуты. Участники тренировались на реальных выгрузках. Шаблоны раздали."
"Название мероприятия: Лекция о космическом туризме. Дата: 2026-10-20. Время: 18:30. Место проведения: Москва, Музей космонавтики. Описание: Билеты на SpaceX, стратостаты, отели на орбите. Спикер(ы): Журналист Елизавета Звёздная. Аудитория (категория): Все желающие.","Елизавета Звёздная рассказала, что полёт на орбиту стоит $55 млн, а суборбитальный — $250 000. В 2027 откроют отель Voyager Station. Зал был полон мечтателей."
"Название мероприятия: Хакатон по распознаванию эмоций с видео. Дата: 2026-10-21. Время: 08:30. Место проведения: Онлайн. Описание: Модели на основе OpenCV и глубокого обучения. Спикер(ы): ML-инженер. Аудитория (категория): CV-специалисты.","Хакатон от VK: нужно обучить модель определять 7 эмоций по выражению лица. Датасет из видео блогеров. Приз — iPhone и мерч."
"Название мероприятия: Лекция о микролидах и планетарной защите. Дата: 2026-10-22. Время: 15:00. Место проведения: Москва, ИКИ РАН. Описание: Защита от астероидов, проекты DART. Спикер(ы): Астроном Алевтина Комарова. Аудитория (категория): Астрономы.","Алевтина Комарова представила итоги миссии DART: удар изменил орбиту астероида на 32 минуты. Это работает. Обсуждались планы по созданию «гравитационного трактора»."
"Название мероприятия: Мастер-класс по вышивке бисером. Дата: 2026-10-23. Время: 12:00. Место проведения: Калуга, Дом мастеров. Описание: Схемы, бисер, основа. Спикер(ы): Мастерица Анастасия Бусинка. Аудитория (категория): Рукодельницы.","В Доме мастеров Анастасия научила пришивать бисер к фетру. Участницы создали брошь-цветок. Получилось ярко и аккуратно."
"Название мероприятия: Лекция о редактировании РНК. Дата: 2026-10-24. Время: 16:30. Место проведения: Новосибирск, ИЦиГ. Описание: Технология ADAR, лечение наследственных болезней. Спикер(ы): Молекулярный биолог Евгений Лобанов. Аудитория (категория): Биологи.","Евгений Лобанов рассказал, как редактировать РНК обратной транскрипцией без изменения ДНК. Это безопаснее CRISPR. Уже испытано на мышах с мышечной дистрофией."
"Название мероприятия: Вебинар по поиску инвестиций в стартап. Дата: 2026-10-25. Время: 11:00. Место проведения: Онлайн. Описание: Питч-дек, фонды, бизнес-ангелы. Спикер(ы): Венчурный инвестор Андрей Сидоров. Аудитория (категория): Предприниматели.","Андрей Сидоров показал удачный питч-дек и разобрал ошибки. Он назвал 10 фондов, которые инвестируют на посевной стадии. Участники получили чек-лист."
"Название мероприятия: Лекция о психологии творчества. Дата: 2026-10-26. Время: 19:00. Место проведения: Онлайн. Описание: Как генерировать идеи, преодолеть стереотипы. Спикер(ы): Психолог Александр Горский. Аудитория (категория): Креативные классы.","Психолог Александр Горский провёл упражнение «мозговой штурм наоборот» и другие. Участники придумали 100 идей за час. Техники раздали в виде гайда."
"Название мероприятия: Хакатон по бесконтактному управлению. Дата: 2026-10-27. Время: 09:00. Место проведения: Москва, Сколково. Описание: Жесты и взгляд, Python + MediaPipe. Спикер(ы): Разработчики из Сбера. Аудитория (категория): Программисты.","В Сколково стартовал хакатон по бесконтактному управлению ПК. Нужно сделать приложение для управления презентацией взглядом. Приз — 300 000 руб."
"Название мероприятия: Лекция об эмбриологии. Дата: 2026-10-28. Время: 14:30. Место проведения: Казань, КГМУ. Описание: Формирование органов человека от зиготы до плода. Спикер(ы): Эмбриолог Михаил Зародышев. Аудитория (категория): Медики.","Эмбриолог Михаил Зародышев на 3D-моделях показал, как на 3-й неделе закладывается нервная трубка. Студенты изучили пороки развития."
"Название мероприятия: Семинар по цифровой гигиене. Дата: 2026-10-29. Время: 12:00. Место проведения: Онлайн. Описание: Менеджеры паролей, двухфакторная аутентификация. Спикер(ы): Специалист по информбезопасности Лилия Киберова. Аудитория (категория): Офисные работники.","Лилия Киберова объяснила, почему нельзя использовать один пароль везде. Установили менеджеры в прямом эфире. 80% участников поменяли пароли после вебинара."
"Название мероприятия: Лекция о картофеле как культурном феномене. Дата: 2026-10-30. Время: 17:00. Место проведения: Пермь, Сельскохозяйственная академия. Описание: Генетика, картофельные бунты. Спикер(ы): Агроном Инна Клубнева. Аудитория (категория): Фермеры.","Инна Клубнева рассказала о 5000 сортах картофеля и показала опыт с устойчивостью к колорадскому жуку. Слушатели узнали историю внедрения в России."
"Название мероприятия: Мастер-класс по уличным танцам. Дата: 2026-10-31. Время: 15:00. Место проведения: Тверь, Танцевальный центр. Описание: Hip-hop базовые движения. Спикер(ы): Танцор Алексей Брейк. Аудитория (категория): Молодёжь.","Алексей Брейк разучил связку из 8 счетов. Участники от 12 до 25 лет повторяли. К концу МК все танцевали под батл."
"Название мероприятия: Лекция об оптической иллюзии в дизайне. Дата: 2026-11-01. Время: 14:00. Место проведения: Онлайн. Описание: Как обмануть глаз пользователя. Спикер(ы): UI-дизайнер Вера Ламанова. Аудитория (категория): Дизайнеры.","Вера Ламанова показала, почему квадрат кажется шире, если повернуть. Трюки с тенью и градиентами. Дизайнеры пересмотрели свои макеты."
"Название мероприятия: Хакатон по NFC-меткам. Дата: 2026-11-02. Время: 10:00. Место проведения: Екатеринбург, УрФУ. Описание: Считывание, программирование, применение. Спикер(ы): IoT-инженер. Аудитория (категория): Электронщики.","В УрФУ хакатон: создать устройство для авторизации через NFC-браслет. Победитель — 100 000 руб. и 3D-принтер."
"Название мероприятия: Лекция о лишайниках как биоиндикаторах. Дата: 2026-11-03. Время: 11:30. Место проведения: Петрозаводск, Заповедник «Кивач». Описание: Чистота воздуха по видам лишайников. Спикер(ы): Ботаник Дарья Слоевищева. Аудитория (категория): Экологи.","Дарья Слоевищева показала, что там, где много кустистых лишайников, воздух чистый. В Петрозаводске их стало меньше из-за машин. Экологи зафиксировали."
"Название мероприятия: Вебинар по фрилансу на биржах. Дата: 2026-11-04. Время: 18:00. Место проведения: Онлайн. Описание: Kwork, fl.ru, как поднимать чек. Спикер(ы): Фрилансер Ольга Заказчикова. Аудитория (категория): Начинающие.","Ольга Заказчикова рассказала, что отзывы и портфолио важнее цены. Тренинг «10 способов найти клиента». 50 участников нашли первый заказ через неделю."
"Название мероприятия: Лекция о пауках и их шёлке. Дата: 2026-11-05. Время: 14:30. Место проведения: Москва, Зоологический музей. Описание: Прочность паутины, применение в медицине. Спикер(ы): Арахнолог Владимир Козлов. Аудитория (категория): Биологи.","Владимир Козлов показал паука-птицееда и объяснил, что белок паутины прочнее стали. Искусственная паутина используется для швов. Дети гладили тарантула."
"Название мероприятия: Хакатон по генерации музыки с помощью нейросетей. Дата: 2026-11-06. Время: 09:30. Место проведения: Онлайн. Описание: MusicLM, Riffusion. Спикер(ы): Музыкальный ML-инженер. Аудитория (категория): Композиторы.","Хакатон «AI-композитор»: нужно написать трек в стиле Бетховена с помощью нейросети. Лучший трек войдёт в сборник на лейбле."
"Название мероприятия: Лекция о сомнамбулизме. Дата: 2026-11-07. Время: 19:30. Место проведения: Онлайн. Описание: Почему люди ходят во сне, опасно ли это. Спикер(ы): Сомнолог Ольга Луна. Аудитория (категория): Все желающие.","Сомнолог Ольга Луна рассказала, что сомнамбулизм — это сбой в фазе медленного сна. Не будить резко! Советы: ложить спать раньше и не пить кофе на ночь."
"Название мероприятия: Мастер-класс по плетению макраме. Дата: 2026-11-08. Время: 13:00. Место проведения: Кострома, Студия ремёсел. Описание: Узлы, кашпо для цветов. Спикер(ы): Мастер Дарья Лесковски. Аудитория (категория): Творческие.","В Костроме прошёл МК по макраме. Дарья обучила плоскому узлу. Участницы сплели подвесные кашпо за 2 часа. Забрали домой."
"Название мероприятия: Лекция о политической экономии нефти. Дата: 2026-11-09. Время: 16:00. Место проведения: Москва, РЭУ Плеханова. Описание: Цены OPEC+, влияние санкций. Спикер(ы): Экономист Василий Нефтерублев. Аудитория (категория): Экономисты.","Василий Нефтерублев построил графики зависимости бюджета РФ от Urals. Он спрогнозировал цену $60–80 в 2027. Студенты спорили о будущем нефти."
"Название мероприятия: Вебинар по быстрой печати на 3D-принтере. Дата: 2026-11-10. Время: 17:00. Место проведения: Онлайн. Описание: Ускорение без потери качества. Спикер(ы): Инженер Данила Слайсер. Аудитория (категория): 3D-печатники.","Данила Слайсер показал профили печати на Bambu Lab — скорость 300 мм/сек. Участники получили G-коды для теста."
"Название мероприятия: Лекция о молекулярных кухнях. Дата: 2026-11-11. Время: 18:30. Место проведения: Санкт-Петербург, Ресторан «Физраствор». Описание: Сферификация, пены, жидкий азот. Спикер(ы): Шеф-повар Алексей Молекула. Аудитория (категория): Гурманы.","Шеф-повар Алексей Молекула приготовил спагетти из апельсинового сока и икру из дыни. Гости пробовали и изумлялись. Мастер-класс повторится в декабре."
"Название мероприятия: Хакатон по анализу социальных сетей. Дата: 2026-11-12. Время: 11:00. Место проведения: Онлайн. Описание: Построение графа связей, выявление сообществ. Спикер(ы): Network scientist. Аудитория (категория): Аналитики.","Хакатон от ВК: данные анонимных подписок. Нужно найти кластеры по интересам. Приз — 400 000 руб."
"Название мероприятия: Лекция об истории железных дорог. Дата: 2026-11-13. Время: 14:00. Место проведения: Москва, Музей РЖД. Описание: Транссиб, паровозы, электрификация. Спикер(ы): Историк Павел Стрелочник. Аудитория (категория): Любители поездов.","Павел Стрелочник в музее РЖД рассказал о строительстве БАМа. Дети полазили по настоящему паровозу. Экскурсия запомнилась надолго."
"Название мероприятия: Семинар по геймификации в бизнесе. Дата: 2026-11-14. Время: 12:30. Место проведения: Онлайн. Описание: Баллы, бейджи, лидерборды. Спикер(ы): Геймификатор Сергей Игровой. Аудитория (категория): Продакт-менеджеры.","Сергей Игровой разобрал кейс Duolingo. Участники внедрили механику прогресс-бара в свои продукты. Запись и шаблоны."
"Название мероприятия: Лекция о вечной мерзлоте. Дата: 2026-11-15. Время: 13:30. Место проведения: Якутск, Институт мерзлотоведения. Описание: Таяние, выбросы метана. Спикер(ы): Геокриолог Елена Таёжная. Аудитория (категория): Геологи.","Елена Таёжная показала тающий булгуннях (бугор пучения). В Якутии дома трещат. Зафиксирована рекордная скорость оттаивания — 10 см в год."
